
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
376,Michael Kirkman*,29,TOT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
377,Michael Kirkman*,29,SDP,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
378,Michael Kirkman*,29,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
379,Patrick Kivlehan,26,TOT,8,24,21,5,4,0,0,1,2,0,0,2,11,.190,.292,.333,.625,68,7,0,1,0,0,0,/97
380,Patrick Kivlehan,26,SDP,5,19,16,5,4,0,0,1,2,0,0,2,9,.250,.368,.438,.806,117,7,0,1,0,0,0,/97
381,Patrick Kivlehan,26,CIN,3,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/9
382,Phil Klein,27,PHI,4,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
383,Corey Knebel,24,MIL,35,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
384,Matt Koch*,25,ARI,7,6,3,0,0,0,0,0,0,0,0,1,3,.000,.250,.000,.250,-26,0,0,0,2,0,0,/1
385,Tom Koehler,30,MIA,33,56,51,1,5,0,0,0,4,0,0,1,28,.098,.115,.098,.213,-40,5,0,0,4,0,0,1
386,George Kontos,31,SFG,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
387,Erik Kratz,36,PIT,18,57,56,3,6,1,0,1,4,0,0,0,18,.107,.107,.179,.286,-26,10,2,0,1,0,0,2/31
388,Ian Krol*,25,ATL,63,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
389,Chad Kuhl,23,PIT,15,26,23,0,2,0,0,0,0,0,0,1,9,.087,.125,.087,.212,-42,2,0,0,2,0,0,1
390,Tommy La Stella*,27,CHC,74,169,148,17,40,12,1,2,11,0,1,18,27,.270,.357,.405,.763,105,60,2,2,0,0,1,5/4
391,John Lackey,37,CHC,29,69,63,1,6,2,0,0,2,0,0,2,31,.095,.123,.127,.250,-32,8,1,0,4,0,0,1
392,Juan Lagares,27,NYM,79,160,142,15,34,7,2,3,9,4,2,11,27,.239,.301,.380,.682,81,54,4,2,4,1,1,8/97
393,Blake Lalli*,33,ATL,10,13,13,0,2,1,0,0,1,0,0,0,3,.154,.154,.231,.385,2,3,1,0,0,0,0,/3
394,Jake Lamb*,25,ARI,151,594,523,81,130,31,9,29,91,6,1,64,154,.249,.332,.509,.840,116,266,13,3,0,4,5,*5
395,John Lamb*,25,CIN,14,22,20,0,1,0,0,0,0,0,0,1,12,.050,.095,.050,.145,-60,1,0,0,1,0,0,1
396,Mat Latos,28,WSN,6,3,3,1,1,0,0,1,1,0,0,0,1,.333,.333,1.333,1.667,313,4,0,0,0,0,0,/1
397,Derek Law,25,SFG,61,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
398,Mike Leake,28,STL,34,55,49,3,7,1,0,0,4,0,0,3,19,.143,.192,.163,.356,-3,8,3,0,3,0,0,1
399,Wade LeBlanc*,31,PIT,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
400,DJ LeMahieu,27,COL,146,635,552,104,192,32,8,11,66,11,7,66,80,.348,.416,.495,.911,127,273,19,3,8,6,2,*4
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
401,Dominic Leone,24,ARI,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
402,Jon Lester*,32,CHC,33,75,59,3,6,3,0,0,6,0,0,6,18,.102,.185,.153,.337,-7,9,2,0,10,0,0,1
403,Adam Liberatore*,29,LAD,58,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
404,Francisco Liriano*,32,PIT,23,42,42,2,12,1,0,1,5,0,0,0,16,.286,.286,.381,.667,76,16,0,0,0,0,0,1
405,Jose Lobaton#,31,WSN,39,114,99,10,23,3,1,3,8,0,0,12,18,.232,.319,.374,.692,84,37,4,1,1,1,1,2
406,Kyle Lobstein*,26,PIT,14,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
407,Jeff Locke*,28,PIT,31,39,32,0,4,0,0,0,0,0,0,1,17,.125,.152,.125,.277,-25,4,0,0,6,0,0,1
408,Adam Loewen*,32,ARI,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
409,Boone Logan,31,COL,66,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
410,James Loney*,32,NYM,100,366,343,30,91,16,1,9,34,0,0,16,37,.265,.307,.397,.703,87,136,11,5,1,1,3,3
411,Javier Lopez*,38,SFG,68,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
412,Rafael Lopez*,28,CIN,8,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/23D
413,Reynaldo Lopez,22,WSN,11,14,12,0,1,0,0,0,0,0,0,0,7,.083,.083,.083,.167,-55,1,0,0,2,0,0,1
414,Michael Lorenzen,24,CIN,36,5,5,1,1,0,0,1,3,0,0,0,2,.200,.200,.800,1.000,148,4,0,0,0,0,0,1
415,David Lough*,30,PHI,30,79,67,6,16,3,1,0,4,1,2,9,8,.239,.342,.313,.655,79,21,0,2,0,1,1,79
416,Jonathan Lucroy,30,MIL,95,376,338,48,101,17,3,13,50,5,0,33,70,.299,.359,.482,.841,121,163,12,1,0,4,3,2/3D
417,Cory Luebke,31,PIT,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
418,Seth Lugo,26,NYM,17,18,16,2,3,1,0,0,1,0,0,1,2,.188,.222,.250,.472,27,4,0,0,0,1,0,1
419,Jordan Lyles,25,COL,40,8,8,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
420,Tyler Lyons*,28,STL,30,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
421,Kenta Maeda,28,LAD,35,66,57,5,7,1,0,1,4,0,0,1,16,.123,.138,.193,.331,-11,11,1,0,8,0,0,1
422,Matt Magill,26,CIN,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
423,Damien Magnifico,25,MIL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
424,Martin Maldonado,29,MIL,76,253,208,21,42,7,0,8,21,1,0,35,56,.202,.332,.351,.683,82,73,6,6,3,1,9,2
425,Seth Maness,27,STL,29,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
426,Manuel Margot,21,SDP,10,37,37,4,9,4,1,0,3,2,0,0,7,.243,.243,.405,.649,71,15,0,0,0,0,0,/89
427,Jhan Marinez,27,MIL,43,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
428,Michael Mariot,27,PHI,25,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
429,Nick Markakis*,32,ATL,158,684,599,67,161,38,0,13,89,0,2,71,101,.269,.346,.397,.744,100,238,16,5,0,9,9,*9/D3
430,Matt Marksberry*,25,ATL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
431,German Marquez,21,COL,6,8,6,1,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,2,0,0,/1
432,Evan Marshall,26,ARI,15,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
433,Kelvin Marte,28,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
434,Starling Marte,27,PIT,129,529,489,71,152,34,5,9,46,47,12,23,104,.311,.362,.456,.818,117,223,8,16,1,0,5,*78
435,Rafael Martin,32,WSN,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
436,Carlos Martinez,24,STL,33,65,59,5,14,1,0,0,6,0,0,0,13,.237,.246,.254,.500,35,15,1,1,4,1,0,1
437,Jose Martinez,27,STL,12,18,16,4,7,1,0,0,1,0,0,2,1,.438,.500,.500,1.000,170,8,0,0,0,0,0,/73
438,Jeff Mathis,33,MIA,41,132,126,12,30,4,1,2,15,0,0,4,36,.238,.267,.333,.601,63,42,1,1,1,0,0,2
439,Brian Matusz*,29,CHC,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
440,Steven Matz,25,NYM,24,45,36,0,5,1,1,0,2,0,0,4,11,.139,.220,.222,.442,19,8,2,0,4,1,0,1
441,Brandon Maurer,25,SDP,71,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
442,Mike Mayers,24,STL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
443,Vin Mazzaro,29,SFG,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
444,Brandon McCarthy,32,LAD,10,15,13,0,0,0,0,0,1,0,0,2,6,.000,.133,.000,.133,-59,0,0,0,0,0,0,1
445,Andrew McCutchen,29,PIT,153,675,598,81,153,26,3,24,79,6,7,69,143,.256,.336,.430,.766,103,257,15,5,0,3,7,*8
446,Jake McGee*,29,COL,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
447,Dustin McGowan,34,MIA,55,4,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
448,Michael McKenry,31,STL,3,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,
449,Mark Melancon,31,TOT,75,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
450,Mark Melancon,31,PIT,45,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
451,Mark Melancon,31,WSN,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
452,Tim Melville,26,CIN,3,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
453,Jordy Mercer,29,PIT,149,584,519,66,133,22,3,11,59,1,1,51,83,.256,.328,.374,.701,87,194,11,5,7,2,8,*6
454,Devin Mesoraco,28,CIN,16,55,50,2,7,1,0,0,1,0,1,5,10,.140,.218,.160,.378,3,8,3,0,0,0,0,2
455,Will Middlebrooks,27,MIL,10,31,27,2,3,0,0,0,1,0,0,4,13,.111,.226,.111,.337,-6,3,0,0,0,0,0,/5
456,Justin Miller,29,COL,40,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
457,Shelby Miller,25,ARI,21,34,32,4,4,1,1,0,0,0,0,0,21,.125,.125,.219,.344,-13,7,0,0,2,0,0,1/7
458,Yadier Molina,33,STL,147,581,534,56,164,38,1,8,58,3,2,39,63,.307,.360,.427,.787,110,228,22,6,0,2,1,*2/3
459,Miguel Montero*,32,CHC,86,284,241,33,52,8,1,8,33,1,0,38,58,.216,.327,.357,.684,85,86,8,3,0,2,5,2/D1
460,Rafael Montero,25,NYM,9,5,5,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
461,Mike Montgomery*,26,CHC,17,11,11,2,1,0,0,0,1,0,0,0,5,.091,.091,.091,.182,-51,1,0,0,0,0,0,1
462,Matt Moore*,27,SFG,12,28,24,2,1,0,0,0,0,0,0,0,11,.042,.042,.042,.083,-77,1,0,0,4,0,0,1
463,Adam Morgan*,26,PHI,23,36,32,1,3,1,0,0,1,0,0,1,11,.094,.121,.125,.246,-33,4,0,0,3,0,0,1
464,Max Moroff#,23,PIT,2,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,
465,A.J. Morris,29,CIN,7,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
466,Bryan Morris*,29,MIA,24,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
467,Brandon Morrow,31,SDP,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
468,Mike Morse,34,PIT,6,8,8,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/3D
469,Charlie Morton,32,PHI,4,7,6,1,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,-9,1,1,0,1,0,0,/1
470,Jon Moscot,24,CIN,5,7,4,0,0,0,0,0,0,0,0,0,3,.000,.200,.000,.200,-40,0,0,1,2,0,0,/1
471,Brandon Moss*,32,STL,128,464,413,66,93,19,2,28,67,1,0,39,141,.225,.300,.484,.784,105,200,8,7,0,5,3,379
472,Jason Motte,34,COL,30,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
473,Daniel Murphy*,31,WSN,142,582,531,88,184,47,5,25,104,5,3,35,57,.347,.390,.595,.985,157,316,4,8,0,8,10,*43/5D
474,Tom Murphy,25,COL,21,49,44,8,12,2,0,5,13,1,0,4,19,.273,.347,.659,1.006,143,29,2,1,0,0,0,2
475,Colton Murray,26,PHI,24,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
476,Wil Myers,25,SDP,157,676,599,99,155,29,4,28,94,28,6,68,160,.259,.336,.461,.797,113,276,12,4,0,5,1,*3/975
477,Chris Narveson*,34,MIA,6,3,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
478,Joe Nathan,41,TOT,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
479,Joe Nathan,41,CHC,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
480,Joe Nathan,41,SFG,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
481,Jimmy Nelson,27,MIL,32,59,50,1,4,0,0,0,3,0,0,2,32,.080,.115,.080,.195,-46,4,0,0,7,0,0,1
482,Hector Neris,27,PHI,79,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
483,Juan Nicasio,29,PIT,52,20,19,1,3,0,0,0,1,0,0,0,7,.158,.158,.158,.316,-15,3,0,0,1,0,0,1
484,Justin Nicolino*,24,MIA,18,24,22,0,2,0,0,0,0,0,0,1,11,.091,.130,.091,.221,-38,2,1,0,1,0,0,1
485,Jon Niese*,29,TOT,30,34,30,1,3,1,0,0,1,0,0,2,14,.100,.156,.133,.290,-21,4,1,0,2,0,0,1
486,Jon Niese*,29,PIT,24,33,30,1,3,1,0,0,1,0,0,2,14,.100,.156,.133,.290,-21,4,1,0,1,0,0,1
487,Jon Niese*,29,NYM,6,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,/1
488,Kirk Nieuwenhuis*,28,MIL,125,392,335,38,70,18,1,13,44,8,9,56,133,.209,.324,.385,.709,88,129,5,1,0,0,1,*89/7
489,Brandon Nimmo*,23,NYM,32,80,73,12,20,1,0,1,6,0,0,6,20,.274,.338,.329,.666,80,24,0,1,0,0,0,7/98
490,Aaron Nola,23,PHI,20,35,30,1,1,1,0,0,0,0,0,3,17,.033,.147,.067,.214,-39,2,1,1,1,0,0,1
491,Nick Noonan*,27,SDP,7,20,18,0,3,0,0,0,1,0,1,1,5,.167,.200,.167,.367,1,3,0,0,0,1,0,/64
492,Bud Norris,31,TOT,35,38,27,2,6,0,1,0,1,0,0,3,7,.222,.323,.296,.619,70,8,0,1,7,0,0,1
493,Bud Norris,31,ATL,22,22,12,1,2,0,1,0,0,0,0,3,5,.167,.375,.333,.708,94,4,0,1,6,0,0,1
494,Bud Norris,31,LAD,13,16,15,1,4,0,0,0,1,0,0,0,2,.267,.267,.267,.533,47,4,0,0,1,0,0,1
495,Derek Norris,27,SDP,125,458,415,50,77,17,0,14,42,9,2,36,139,.186,.255,.328,.583,56,136,9,4,0,3,5,*2/3
496,Ivan Nova,29,PIT,11,24,22,1,3,0,0,0,0,0,0,0,15,.136,.136,.136,.273,-27,3,0,0,2,0,0,1
497,Eduardo Nunez,29,SFG,50,199,182,24,49,9,3,4,20,13,4,14,30,.269,.327,.418,.744,98,76,2,2,0,1,3,5/64
498,Peter O'Brien,25,ARI,28,67,64,6,9,1,0,5,9,0,0,3,27,.141,.179,.391,.570,43,25,2,0,0,0,2,7/3
499,Eric O'Flaherty*,31,ATL,39,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
500,Scott Oberg,26,COL,24,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
501,Brett Oberholtzer*,26,PHI,26,7,7,0,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,-22,1,0,0,0,0,0,1
502,Alexi Ogando,32,ATL,36,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
503,Nefi Ogando,27,MIA,14,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
504,Seung-hwan Oh,33,STL,76,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
505,Ross Ohlendorf,33,CIN,64,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
506,Steven Okert*,24,SFG,16,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
507,Hector Olivera,31,ATL,6,21,19,2,4,1,0,0,2,0,0,1,5,.211,.238,.263,.501,35,5,1,0,0,1,0,/7
508,Josh Osich*,27,SFG,59,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
509,Adam Ottavino#,30,COL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
510,Chris Owings,24,ARI,119,466,437,52,121,24,11,5,49,21,2,20,87,.277,.315,.416,.731,89,182,8,5,2,2,4,68/4
511,Marcell Ozuna,25,MIA,148,608,557,75,148,23,6,23,76,0,3,43,115,.266,.321,.452,.773,109,252,11,4,0,4,2,*87/9
512,Jordan Pacheco,30,CIN,31,51,51,1,8,4,0,0,0,0,0,0,14,.157,.157,.235,.392,2,12,1,0,0,0,0,/534D
513,Angel Pagan#,34,SFG,129,543,495,71,137,24,5,12,55,15,4,42,66,.277,.331,.418,.750,100,207,11,0,0,3,1,*7/8
514,Joe Panik*,25,SFG,127,526,464,67,111,21,7,10,62,5,0,50,47,.239,.315,.379,.695,85,176,14,4,3,5,5,*4
515,Jonathan Papelbon,35,WSN,37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
516,Jimmy Paredes#,27,PHI,76,150,143,13,31,7,0,4,17,0,1,5,44,.217,.242,.350,.591,57,50,0,0,1,1,0,79/4
517,Jarrett Parker*,27,SFG,63,151,127,22,30,3,1,5,14,0,1,19,44,.236,.358,.394,.751,102,50,3,5,0,0,1,97/D8
518,Gerardo Parra*,29,COL,102,381,368,45,93,27,3,7,39,6,4,9,73,.253,.271,.399,.671,65,147,16,1,1,2,1,7398
519,Curtis Partch,29,PIT,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
520,Jordan Patterson*,24,COL,10,19,18,1,8,1,0,0,2,0,1,1,1,.444,.474,.500,.974,144,9,0,0,0,0,0,/937
521,Spencer Patton,28,CHC,16,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1/7
522,Ben Paulsen*,28,COL,39,97,92,8,20,5,0,1,11,0,0,5,27,.217,.258,.304,.562,40,28,2,0,0,0,1,3/7
523,Jake Peavy,35,SFG,31,31,27,2,5,0,0,0,3,0,0,2,12,.185,.241,.185,.427,17,5,0,0,2,0,0,1
524,Joc Pederson*,24,LAD,137,476,406,64,100,26,0,25,68,6,2,63,130,.246,.352,.495,.847,129,201,5,4,1,2,4,*8
525,Ariel Pena,27,MIL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
526,Brayan Pena#,34,STL,9,14,13,0,2,1,0,0,0,0,0,1,2,.154,.214,.231,.445,20,3,0,0,0,0,0,/23
527,Felix Pena,26,CHC,11,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
528,Ramiro Pena#,30,SFG,30,91,87,9,26,6,1,1,10,0,0,2,16,.299,.330,.425,.755,101,37,0,2,0,0,1,45/6
529,Hunter Pence,33,SFG,106,442,395,58,114,23,1,13,57,1,1,43,95,.289,.357,.451,.808,115,178,10,1,0,3,1,9
530,David Peralta*,28,ARI,48,183,171,23,43,9,5,4,15,2,0,8,42,.251,.295,.433,.728,87,74,3,3,0,1,1,9/8
531,Jhonny Peralta,34,STL,82,313,289,37,75,17,1,8,29,0,0,20,56,.260,.307,.408,.715,90,118,5,1,0,3,0,5/6D
532,Joel Peralta,40,CHC,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1
533,Wandy Peralta*,24,CIN,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
534,Wily Peralta,27,MIL,23,41,39,2,5,1,0,1,6,0,0,0,15,.128,.125,.231,.356,-8,9,2,0,1,1,0,1
535,Jose Peraza,22,CIN,72,256,241,25,78,8,2,3,25,21,10,7,33,.324,.352,.411,.762,102,99,3,5,0,3,0,684/7D
536,Luis Perdomo,23,SDP,36,43,38,1,5,1,0,0,1,0,0,1,15,.132,.175,.158,.333,-9,6,0,1,3,0,0,1
537,Hernan Perez,25,MIL,123,430,404,50,110,18,3,13,56,34,7,18,94,.272,.302,.428,.730,91,173,6,1,3,4,0,594/8367
538,Oliver Perez*,34,WSN,64,3,3,1,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,335,3,0,0,0,0,0,1
539,Williams Perez,25,ATL,11,19,17,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-100,0,1,0,2,0,0,1
540,Yefri Perez#,25,MIA,12,3,3,5,2,1,0,0,0,4,2,0,1,.667,.667,1.000,1.667,349,3,0,0,0,0,0,/64
541,Jace Peterson*,26,ATL,115,408,350,45,89,16,1,7,29,5,5,52,69,.254,.350,.366,.715,94,128,9,1,2,3,2,47/58
542,Yusmeiro Petit,31,WSN,36,7,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,-11,1,0,0,1,0,0,1
543,Tommy Pham,28,STL,78,183,159,26,36,7,0,9,17,2,2,20,71,.226,.324,.440,.764,103,70,3,3,1,0,1,87/9
544,David Phelps,29,MIA,64,13,11,0,2,0,0,0,1,0,0,0,3,.182,.182,.182,.364,0,2,1,0,2,0,0,1
545,Brandon Phillips,35,CIN,141,584,550,74,160,34,1,11,64,14,8,18,68,.291,.320,.416,.736,94,229,17,8,2,6,3,*4/D
546,Zach Phillips*,29,PIT,8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,/1
547,A.J. Pierzynski*,39,ATL,81,259,247,15,54,15,0,2,23,1,0,6,29,.219,.243,.304,.547,46,75,13,3,0,3,1,2
548,Manny Pina,29,MIL,33,81,71,4,18,4,0,2,12,0,1,10,15,.254,.346,.394,.740,97,28,2,0,0,0,0,2/D
549,Josmil Pinto,27,MIL,6,6,5,1,0,0,0,0,0,0,0,1,4,.000,.167,.000,.167,-50,0,0,0,0,0,0,
550,Jose Pirela,26,SDP,15,41,39,2,6,2,0,0,0,0,1,1,9,.154,.175,.205,.380,3,8,0,0,1,0,0,4/9
Rk,Name,Age,Tm,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,Pos Summary
551,Stephen Piscotty,25,STL,153,649,582,86,159,35,3,22,85,7,5,51,133,.273,.343,.457,.800,112,266,14,12,1,2,0,*98/3
552,Kevin Plawecki,25,NYM,48,151,132,6,26,6,0,1,11,0,0,17,33,.197,.298,.265,.563,53,35,1,2,0,0,2,2
553,Gregory Polanco*,24,PIT,144,587,527,79,136,34,4,22,86,17,6,53,119,.258,.323,.463,.786,107,244,13,0,1,6,6,*97/8D
554,A.J. Pollock,28,ARI,12,46,41,9,10,0,0,2,4,4,0,5,8,.244,.326,.390,.716,87,16,1,0,0,0,0,8
555,Drew Pomeranz,27,SDP,17,35,33,2,5,0,0,1,4,0,0,0,19,.152,.152,.242,.394,4,8,1,0,2,0,0,1
556,Buster Posey,29,SFG,146,614,539,82,155,33,2,14,80,6,1,64,68,.288,.362,.434,.796,112,234,18,3,0,8,7,*23/D
557,Martin Prado,32,MIA,153,658,600,70,183,37,3,8,75,2,2,49,69,.305,.359,.417,.775,112,250,24,4,0,5,4,*5/D
558,Alex Presley*,30,MIL,47,129,116,12,23,2,0,3,11,0,2,11,25,.198,.271,.293,.564,50,34,2,1,0,1,1,97/8
559,Yasiel Puig,25,LAD,104,368,334,45,88,14,2,11,45,5,2,24,74,.263,.323,.416,.740,101,139,10,7,0,3,0,9/78
560,Kevin Quackenbush,27,SDP,60,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
561,Chad Qualls,37,COL,44,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
562,Roman Quinn#,23,PHI,15,69,57,10,15,4,0,0,6,5,1,8,19,.263,.373,.333,.706,94,19,0,2,2,0,0,7/98
563,Ryan Raburn,35,COL,113,256,223,30,49,10,2,9,30,0,0,28,80,.220,.309,.404,.712,76,90,6,2,0,3,0,7/D39
